"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ULTRACEMCO","EQ","23-Aug-2017","       3975.25","       3980.00","       3986.00","       3933.45","       3950.00","       3951.55","       3951.34","     142515","           563125545.35","      16495","      99585","         69.88"
"ULTRACEMCO","EQ","24-Aug-2017","       3951.55","       3959.00","       3960.00","       3930.40","       3935.05","       3939.65","       3942.83","     287019","          1131666603.70","      20334","     238813","         83.20"
"ULTRACEMCO","EQ","28-Aug-2017","       3939.65","       3956.00","       3995.25","       3944.90","       3984.00","       3984.15","       3976.69","     352378","          1401297077.80","      28284","     217019","         61.59"
"ULTRACEMCO","EQ","29-Aug-2017","       3984.15","       3944.00","       3974.70","       3916.00","       3940.00","       3931.60","       3940.81","     165202","           651029314.70","      10980","      78742","         47.66"
"ULTRACEMCO","EQ","30-Aug-2017","       3931.60","       3960.00","       4024.20","       3955.10","       4012.05","       4013.05","       3980.97","     415975","          1655985581.15","      11401","     354110","         85.13"
"ULTRACEMCO","EQ","31-Aug-2017","       4013.05","       4031.90","       4039.85","       3984.50","       4005.00","       4000.40","       3998.68","     257768","          1030731793.25","      21011","     114301","         44.34"
"ULTRACEMCO","EQ","01-Sep-2017","       4000.40","       4000.00","       4029.00","       3988.00","       4001.00","       3999.60","       4006.71","     533261","          2136622617.80","      18322","     444787","         83.41"
"ULTRACEMCO","EQ","04-Sep-2017","       3999.60","       4018.00","       4028.75","       3993.05","       4015.00","       4000.40","       4004.21","     176316","           706005887.55","      11888","     110020","         62.40"
"ULTRACEMCO","EQ","05-Sep-2017","       4000.40","       4020.10","       4108.80","       4005.05","       4103.00","       4097.85","       4070.95","     216938","           883144443.15","      20434","      97745","         45.06"
"ULTRACEMCO","EQ","06-Sep-2017","       4097.85","       4090.00","       4169.00","       4078.15","       4150.00","       4150.25","       4138.41","     250105","          1035036471.50","      29598","     152152","         60.84"
"ULTRACEMCO","EQ","07-Sep-2017","       4150.25","       4167.00","       4179.90","       4100.55","       4105.00","       4116.30","       4127.09","     128470","           530207690.95","      14741","      67455","         52.51"
"ULTRACEMCO","EQ","08-Sep-2017","       4116.30","       4071.05","       4160.20","       4070.95","       4144.10","       4144.45","       4138.54","     149642","           619299493.75","      13653","      95013","         63.49"
"ULTRACEMCO","EQ","11-Sep-2017","       4144.45","       4162.20","       4192.00","       4151.05","       4159.50","       4174.60","       4180.55","      87309","           364999502.90","       9344","      40282","         46.14"
"ULTRACEMCO","EQ","12-Sep-2017","       4174.60","       4175.00","       4233.00","       4175.00","       4202.00","       4220.25","       4213.17","     182205","           767660924.65","      16102","     113650","         62.37"
"ULTRACEMCO","EQ","13-Sep-2017","       4220.25","       4202.00","       4226.95","       4174.15","       4182.70","       4184.85","       4187.82","     160537","           672300192.65","      13291","     112014","         69.77"
"ULTRACEMCO","EQ","14-Sep-2017","       4184.85","       4194.80","       4225.00","       4173.50","       4201.05","       4214.40","       4203.23","     104714","           440137441.05","      10407","      63793","         60.92"
"ULTRACEMCO","EQ","15-Sep-2017","       4214.40","       4201.55","       4226.15","       4176.00","       4223.70","       4210.95","       4203.18","     148198","           622903519.90","      18003","     100777","         68.00"
